timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_v target_TCP_a
0.0 -0.3527446237002967 -1.8721358656143456 -1.603567670800731 0.33413797321956373 1.9237026852187453 -0.00012831772243472844 300.0 -200.0 400.0 2.4186 -2.4185 2.4185 0.0 1000.0 
0.008 -0.35263492756397374 -1.872045184858162 -1.6036908977386917 0.33417114799546876 1.9235929890833252 -0.00012831253888009457 300.0 -199.968 400.0 2.4186 -2.4185 2.4185 8.0 1000.0 
0.016 -0.3523057563679708 -1.8717731871357173 -1.6040604632532043 0.3342686690050187 1.9232638178900314 -0.0001282969960839277 300.0 -199.872 400.0 2.4186 -2.4185 2.4185 16.0 1000.0 
0.024 -0.35175686169764164 -1.8713200060883128 -1.6046760215441245 0.33443115916967403 1.922714923224219 -0.00012827111766959128 300.0 -199.712 400.0 2.4186 -2.4185 2.4185 24.0 1000.0 
0.032 -0.3509878293507156 -1.8706858644625575 -1.6055369966030129 0.3346583807608754 1.9219458908836187 -0.00012823494307663034 300.0 -199.488 400.0 2.4186 -2.4185 2.4185 32.0 1000.0 
0.04 -0.3499980790726642 -1.8698710741310782 -1.6066425826958843 0.3349486008171352 1.9209561406137015 -0.00012818852766194433 300.0 -199.2 400.0 2.4186 -2.4185 2.4185 40.0 1000.0 
0.048 -0.3487868641905747 -1.8688760361296404 -1.607991745029175 0.3353037255290845 1.9197449257415589 -0.00012813194284195818 300.0 -198.848 400.0 2.4186 -2.4185 2.4185 48.0 1000.0 
0.056 -0.3473532711499465 -1.8677012407187414 -1.6095832205891871 0.3357203379370943 1.9183113327126935 -0.00012806527627632236 300.0 -198.432 400.0 2.4186 -2.4185 2.4185 56.0 1000.0 
0.064 -0.3456962189602215 -1.8663472674800654 -1.6114155191426018 0.33619947661287686 1.9166542805365487 -0.000127988632093828 300.0 -197.952 400.0 2.4186 -2.4185 2.4185 64.0 1000.0 
0.072 -0.343814458556297 -1.8648147854604313 -1.6134869243831385 0.3367386705244195 1.9147725201480255 -0.0001279021311613794 300.0 -197.408 400.0 2.4186 -2.4185 2.4185 72.00000000000001 1000.0 
0.08 -0.341706572084834 -1.863104553378095 -1.6157954952070566 0.33733769570288064 1.9126646336937914 -0.00012780591139702676 300.0 -196.8 400.0 2.4186 -2.4185 2.4185 80.0 1000.0 
0.088 -0.33937097212584333 -1.861217419908498 -1.6183390670979445 0.33799534961897826 1.91032903375386 -0.00012770012812822465 300.0 -196.12800000000001 400.0 2.4186 -2.4185 2.4185 88.0 1000.0 
0.096 -0.33680590086186557 -1.859154324068738 -1.6211152535991724 0.3387086284035028 1.9077639625107787 -0.00012758495449664644 300.0 -195.392 400.0 2.4186 -2.4185 2.4185 96.0 1000.0 
0.104 -0.334009429209031 -1.856916295722187 -1.6241214478505086 0.33947777807653257 1.904967490880682 -0.000127460581911058 300.0 -194.59199999999998 400.0 2.4186 -2.4185 2.4185 104.00000000000001 1000.0 
0.112 -0.3309794559264798 -1.85450445622684 -1.627354824163697 0.340300123298507 1.9019375176227182 -0.00012732722054992578 300.0 -193.728 400.0 2.4186 -2.4185 2.4185 112.0 1000.0 
0.12 -0.32771370672300026 -1.8519200192530865 -1.63081233961032 0.3411745095113963 1.8986717684456813 -0.00012718509991561437 300.0 -192.8 400.0 2.4186 -2.4185 2.4185 120.0 1000.0 
0.128 -0.32420973338239545 -1.8491642917986926 -1.6344907355939906 0.3420976861734595 1.895167795133383 -0.00012703446944221187 300.0 -191.808 400.0 2.4186 -2.4185 2.4185 128.0 1000.0 
0.136 -0.32046491293198187 -1.8462386754308844 -1.6383865393778743 0.34306918678378207 1.891422974713148 -0.00012687559915920959 300.0 -190.752 400.0 2.4186 -2.4185 2.4185 136.0 1000.0 
0.144 -0.31647644688184373 -1.843144667787479 -1.6424960655377037 0.3440856412644051 1.8874345086950695 -0.00012670878041345435 300.0 -189.632 400.0 2.4186 -2.4185 2.4185 144.00000000000003 1000.0 
0.152 -0.3122413605660117 -1.8398838643711142 -1.646815417309834 0.3451455616460195 1.8831994224131885 -0.00012653432665199018 300.0 -188.448 400.0 2.4186 -2.4185 2.4185 152.0 1000.0 
0.16 -0.3077565026206428 -1.8364579606726814 -1.651340487803512 0.34624596461368307 1.8787145645036714 -0.0001263525742686062 300.0 -187.2 400.0 2.4186 -2.4185 2.4185 160.0 1000.0 
0.168 -0.30301854463861044 -1.8328687546621782 -1.6560669610463343 0.3473846265247662 1.8739766065594021 -0.00012616388351711165 300.0 -185.888 400.0 2.4186 -2.4185 2.4185 168.0 1000.0 
0.176 -0.2980239810446621 -1.8291181496872677 -1.6609903128319374 0.3485584974174347 1.8689820430051425 -0.00012596863949456745 300.0 -184.512 400.0 2.4186 -2.4185 2.4185 176.0 1000.0 
0.184 -0.29276912924055476 -1.825208157821983 -1.6661058113391929 0.3497655340433592 1.8637271912426598 -0.00012576725319791098 300.0 -183.072 400.0 2.4186 -2.4185 2.4185 184.0 1000.0 
0.192 -0.28725013007534494 -1.82114090371012 -1.6714085174926454 0.3510025264692396 1.858208192121027 -0.00012556016265761964 300.0 -181.56799999999998 400.0 2.4186 -2.4185 2.4185 192.0 1000.0 
0.2 -0.2814629487023259 -1.8169186289500034 -1.6768932850345926 0.35226668338787626 1.8524210107935486 -0.00012534783415226545 300.0 -180.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.208 -0.27552254599838033 -1.8126292863554394 -1.6824442127317043 0.3535302400446505 1.8464806081361926 -0.00012513498099465617 300.0 -178.4 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.216 -0.26954663732997464 -1.8083593518444092 -1.6879489905482932 0.3547665587328164 1.8405046995144958 -0.00012492602420605722 300.0 -176.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.224 -0.2635351940880277 -1.8041089484903732 -1.6934076978163553 0.35597633766155057 1.83449325631938 -0.00012472101404988222 300.0 -175.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.232 -0.25748819523366295 -1.7998782075980744 -1.6988204063984917 0.35716014396890294 1.8284462575119709 -0.00012452000141223118 300.0 -173.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.24 -0.251405627532332 -1.7956672686925625 -1.7041871808587763 0.35831756644431856 1.8223636898577213 -0.0001243230378047431 300.0 -172.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.248 -0.24528748579077142 -1.7914762795090888 -1.7095080786294286 0.35944920735384445 1.8162455481633688 -0.00012413017536718715 300.0 -170.4 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.256 -0.23913377309664785 -1.787305395983624 -1.7147831501735542 0.36055502974213915 1.8100918355165811 -0.0001239414668697774 300.0 -168.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.264 -0.23294450106073405 -1.7831547822437537 -1.7200124391441671 0.3616353018013547 1.8039025635281352 -0.00012375696571519595 300.0 -167.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.272 -0.2267196900614481 -1.779024610599702 -1.7251959825397276 0.36269044882703483 1.7976777525764478 -0.00012357672594030765 300.0 -165.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.28 -0.22045936949157863 -1.774915061535237 -1.7303338108564024 0.3637204360983337 1.7914174320543115 -0.00012340080221755136 300.0 -164.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.288 -0.2141635780069946 -1.7708263236982074 -1.7354259482372434 0.36472554422100667 1.7851216406175958 -0.00012322924985598902 300.0 -162.4 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.296 -0.20783236377713687 -1.766758593890459 -1.7404724126184978 0.3657060047676355 1.7787904264357435 -0.00012306212480199676 300.0 -160.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.304 -0.2014657847370671 -1.7627120770568778 -1.7454732158732102 0.3666619548296952 1.772423847443818 -0.00012289948363957928 300.0 -159.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.312 -0.1950639088408379 -1.7586869862733037 -1.750428363952314 0.3675936822512196 1.7660219715958752 -0.00012274138359028947 300.0 -157.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.32 -0.18862681431592776 -1.7546835427330623 -1.7553378570233777 0.3685014081430098 1.7595848771193927 -0.00012258788251273459 300.0 -156.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.328 -0.18215458991848532 -1.7507019757318532 -1.7602016896071584 0.3693854413199482 1.7531126527705225 -0.00012243903890164968 300.0 -154.4 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.336 -0.17564733518908615 -1.7467425226507303 -1.7650198507121342 0.3702458710902581 1.7466053980898408 -0.00012229491188651858 300.0 -152.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.344 -0.16910516070871617 -1.7428054289369177 -1.7697923239671542 0.371083030133859 1.7400632236583378 -0.00012215556122972313 300.0 -151.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.352 -0.162528188354659 -1.7388909480821924 -1.7745190877523518 0.3718970150854104 1.7334862513532971 -0.00012202104732419914 300.0 -149.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.36 -0.15591655155596262 -1.7349993415985647 -1.7792001153284596 0.3726881690606092 1.726874614603769 -0.0001218914311905793 300.0 -148.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.368 -0.14927039554813581 -1.731130878990992 -1.7838353749646514 0.37345658760110734 1.7202284586452645 -0.00012176677447380148 300.0 -146.4 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.376 -0.14258987762671094 -1.727285837726845 -1.7884248300650438 0.37420280954811647 1.7135479407733163 -0.00012164713943916075 300.0 -144.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.384 -0.13587516739929573 -1.7234645032018665 -1.7929684392939695 0.3749268075580301 1.7068332305955367 -0.00012153258896778423 300.0 -143.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.392 -0.12912644703571097 -1.7196671687023342 -1.7974661567001384 0.3756289568692426 1.7000845102817466 -0.00012142318655150544 300.0 -141.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.4 -0.12234391151580848 -1.715894135363158 -1.8019179318397966 0.37630936589797837 1.6933019748117992 -0.00012131899628711729 300.0 -140.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.408 -0.11552776887453442 -1.7121457121216355 -1.806323709898984 0.37696855585211875 1.6864858322206462 -0.0001212200828699801 300.0 -138.4 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.416 -0.10867824044378738 -1.7084222156665767 -1.81068343181499 0.37760651476903684 1.679636303840184 -0.00012112651158696264 300.0 -136.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.424 -0.1017955610906176 -1.704723970382534 -1.8149970343970996 0.3782236079633403 1.672753624537467 -0.00012103834830869325 300.0 -135.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.432 -0.09487997945127713 -1.7010513082888439 -1.8192644504467184 0.3788201112102023 1.6658380429487492 -0.00012095565948109809 300.0 -133.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.44 -0.08793175816062915 -1.6974045689732047 -1.8234856088769604 0.3793963036910768 1.6588898217088957 -0.00012087851211620367 300.0 -132.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.448 -0.08095117407640551 -1.6937840995195135 -1.8276604348317802 0.37995240420310905 1.651909237675641 -0.00012080697378218096 300.0 -130.4 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.456 -0.07393851849778321 -1.6901902544296843 -1.8317888498047161 0.3804887536215549 1.6448965821481618 -0.00012074111259260798 300.0 -128.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.464 -0.06689409737774099 -1.6866233955391658 -1.8358707717573215 0.38100554174675194 1.6378521610794416 -0.0001206809971949283 300.0 -127.19999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.472 -0.059818231528633525 -1.6830838919258864 -1.8399061152373488 0.38150321063945136 1.630776295281836 -0.000120626696758083 300.0 -125.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.48 -0.05271125682042155 -1.6795721198123585 -1.843894791496742 0.38198181468422465 1.62366932062531 -0.00012057828095929395 300.0 -124.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.488 -0.04557352437096718 -1.676088462460667 -1.8478367086094996 0.38244184484396615 1.6165315882277251 -0.0001205358199699762 300.0 -122.4 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.496 -0.038405400727808514 -1.672633310060079 -1.8517317715894583 0.3828834853768681 1.6093634646366224 -0.00012049938444075824 300.0 -120.80000000000001 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.504 -0.03120726804079954 -1.669207059607024 -1.855579882508042 0.383307129148978 1.6021653320018585 -0.00012046904548558905 300.0 -119.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.512 -0.02397952422500449 -1.6658101147771727 -1.859380940612026 0.3837129766133389 1.5949375882385002 -0.00012044487466491127 300.0 -117.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.52 -0.016722583113220724 -1.6624428857893825 -1.8631348424413496 0.3841014529240454 1.5876806471793456 -0.00012042694396788124 300.0 -116.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.528 -0.009436874597498868 -1.6591057892612644 -1.8668414819470163 0.38447275136393966 1.5803949387164498 -0.00012041532579361603 300.0 -114.39999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.536 -0.002122844759019582 -1.6557992480561325 -1.8705007506091111 0.3848272563813451 1.5730809089309943 -0.00012041009293144979 300.0 -112.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.544 0.0052190440143145 -1.6525236911211254 -1.874112537554959 0.38516521069834986 1.5657390202108834 -0.00012041131854018212 300.0 -111.19999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.552 0.01258831292321716 -1.6492795533162725 -1.8776767296774506 0.3854870562787045 1.5583697513554062 -0.00012041907612630171 300.0 -109.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.56 0.01998446666593945 -1.646067275234317 -1.8811932117535517 0.38579300584842446 1.5509735976663153 -0.00012043343952117059 300.0 -107.99999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.568 0.027406993361419385 -1.6428873030110906 -1.884661866563013 0.3860834634515373 1.5435510710246734 -0.0001204544828571548 300.0 -106.39999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.576 0.03485536448730375 -1.6397400881262822 -1.888082575007283 0.3863587453201103 1.5361026999528358 -0.00012048228054268894 300.0 -104.79999999999998 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.584 0.04232903483348727 -1.6366260871944178 -1.8914552162286387 0.38661913127596415 1.5286290296609117 -0.00012051690723626353 300.0 -103.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.592 0.04982744247180926 -1.633545761745921 -1.8947796677295305 0.38686500785153144 1.521130622077062 -0.00012055843781932564 300.0 -101.60000000000001 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.6 0.057350008742523606 -1.6304995779981188 -1.8980558054921413 0.38709675554425194 1.5136080558610374 -0.00012060694736808494 300.0 -100.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.608 0.06489613825817497 -1.6274880066160753 -1.901283504098146 0.3873146338248492 1.5060619264002937 -0.00012066251112421898 300.0 -98.4 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.616 0.07246521892547375 -1.6245115224631679 -1.9044626368486783 0.38751905218574834 1.498492845788124 -0.00012072520446447377 300.0 -96.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.624 0.08005662198576591 -1.6215706043413283 -1.907593075884468 0.3877103151084116 1.4909014427831844 -0.00012079510286915757 300.0 -95.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.632 0.08766970207466884 -1.6186657347209 -1.9106746923061455 0.3878888422868585 1.483288362749859 -0.00012087228188952772 300.0 -93.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.64 0.09530379730141991 -1.6157973994600785 -1.9137073562946845 0.3880549118643062 1.4756542675789144 -0.0001209568171140729 300.0 -92.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.648 0.10295822934847632 -1.6129660875139322 -1.9166909372319627 0.38820895757567264 1.4679998355878938 -0.00012104878413369614 300.0 -90.39999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.656 0.11063230359185638 -1.6101722906330198 -1.9196253038213982 0.38835126951344945 1.460325761400783 -0.00012114825850580475 300.0 -88.8 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.664 0.11832530924270968 -1.6074165030516592 -1.9225103242086383 0.3884822613817376 1.4526327558064327 -0.00012125531571731811 300.0 -87.19999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.672 0.1260365195105484 -1.604699221165904 -1.9253458661022596 0.38860226543387566 1.4449215455953366 -0.00012137003114660508 300.0 -85.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.68 0.1337651917885614 -1.6020209432013413 -1.9281317968944327 0.38871167385113536 1.4371928733743045 -0.00012149248002436704 300.0 -83.99999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.688 0.14151056786137017 -1.599382168870838 -1.9308679837815128 0.38881082334220274 1.4294474973587188 -0.00012162273739348463 300.0 -82.39999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.696 0.1492718741355734 -1.5967833990223912 -1.9335542938845003 0.38890011241435496 1.4216861911419834 -0.00012176087806784952 300.0 -80.79999999999998 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.704 0.15704832189336382 -1.5942251352772718 -1.9361905943693252 0.38897990432497576 1.4139097434419075 -0.00012190697659020583 300.0 -79.2 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.712 0.16483910756946685 -1.591707879658696 -1.9387767525668926 0.38905052553950625 1.4061189578237678 -0.00012206110718902906 300.0 -77.6 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.72 0.1726434130515988 -1.5892321342112625 -1.9413126360928343 0.38911241359943816 1.3983146523998502 -0.00012222334373447307 300.0 -76.0 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
0.728 0.18046040600459512 -1.5867984006114553 -1.9437981129668993 0.38916587381311984 1.3904976595053218 -0.00012239375969341957 300.0 -74.39999999999999 400.0 2.4186 -2.4185 2.4185 200.0 0.0 
